id,PositionTitle,Designation,Salary,Locations,VacancyType,EmploymentCategory,NumberOfVacancies,NumberOfApplicants,NumberOfSuccessfulApplicants,Remoteness,Region,Flexibility,Vacancy6MonthsOrLess,Department,ClassificationLevel,SalaryRange,ApplicantSuccessRate,Success
162058,Veterinary Officer,PROFESSIONAL 3,117313,Katherine,Ongoing (Permanent) - Full Time,"Agriculture, Animal and Horticulture, Professional",1.0,2,0,Remote,Big Rivers Region,No,No,"Department of Industry, Tourism and Trade",Entry,103000 - 134000,0.0,No
162078,Senior Ranger,TECHNICAL 3 - RDO,81825,Watarrka,Ongoing (Permanent) - Full Time,"Environment, Natural Resources and Conservation, Executive and Senior Management, Tourism and Culture",1.0,2,0,Very Remote,Central Region,No,No,"Department of Tourism, Sport and Culture",Intermediate,24000 - 88000,0.0,No
162088,Clinical Nurse Specialist - Remote Mental Health,NURSE LEVEL 4 RDO,122287,Maningrida,Ongoing (Permanent) - Full Time,Nursing and Midwifery,1.0,1,1,Remote,Top End Region,No,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
162110,Manager Capability Development Command,DISTRICT OFFICER FIRE SERVICE,149896,Darwin,Fixed (Temporary) - Full Time,"Police, Fire and Emergency Workers",1.0,0,0,Outer Regional,Darwin Region,No,No,"NT Police, Fire and Emergency Services",First Management,134000 - 384000,0.0,No
162115,Adminstrative Support Officer,ADMINISTRATIVE OFFICER 3,68933,Palmerston,Ongoing (Permanent) - Full Time,"Accounting and Finance, Administration and Business Services",1.0,115,0,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,0.0,No
162132,Respiratory Physician ,SPECIALIST CLINICIAN,262168,Darwin,Fixed (Temporary) - Full Time,Medical,1.0,6,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,134000 - 384000,1.0,Yes
162172,Administrative and Project Support Officer,ADMINISTRATIVE OFFICER 3,68933,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,39,1,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Entry,24000 - 88000,1.0,Yes
162174,Senior Statistician,SENIOR PROFESSIONAL OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,"Professional, Science, Administration and Business Services",1.0,12,1,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Intermediate,134000 - 384000,1.0,Yes
162185,"Director Governance, Information and Reporting","EXECUTIVE OFFICER 1 - EXECUTIVE CONTRACT, SENIOR ADMINISTRATIVE OFFICER 2",230060,Darwin,Ongoing (Permanent) - Full Time,"Executive and Senior Management, Administration and Business Services, Communication, Media and Public Relations, Information and Records Management, Legal",1.0,33,1,Outer Regional,Darwin Region,No,No,Department of the Chief Minister and Cabinet,Middle Management,134000 - 384000,1.0,Yes
162188,Executive Assistant,ADMINISTRATIVE OFFICER 3,68933,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,40,1,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Entry,24000 - 88000,1.0,Yes
162204,Rural Medical Practitioner Logistics Coordinator,ADMINISTRATIVE OFFICER 6,102135,Alice Springs,Ongoing (Permanent) - Full Time,"Administration and Business Services, Medical",1.0,9,1,Very Remote,Central Region,No,No,Department of Health,Intermediate,88000 - 103000,1.0,Yes
162211,Aboriginal Education Officer,ADMINISTRATIVE OFFICER 4 92%,90492,Alice Springs,Fixed (Temporary) - Full Time,Education and Training,1.0,9,1,Very Remote,Central Region,No,No,Department of Education,Entry,88000 - 103000,1.0,Yes
162216,Senior Systems Engineer,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services",2.0,18,2,Outer Regional,Darwin Region,No,No,"NT Police, Fire and Emergency Services",Intermediate,103000 - 134000,1.0,Yes
162218,Rural Medical Practitioner,"RURAL MEDICAL PRACTITIONER RL3.1-RL3.5, SNR RURAL MEDICAL PRACTITIONER RL4.1-4.4",248700,Wadeye-Port Keats,Fixed (Temporary) - Full Time,Medical,1.0,2,0,Remote,Top End Region,No,No,Department of Health,Entry,134000 - 384000,0.0,No
162229,Rural Medical Practitioner,"RURAL MEDICAL PRACTITIONER RL3.1-RL3.5, SNR RURAL MEDICAL PRACTITIONER RL4.1-4.4",248700,Borroloola,Fixed (Temporary) - Full Time,Medical,1.0,1,0,Very Remote,Big Rivers Region,No,No,Department of Health,Entry,134000 - 384000,0.0,No
162230,Clinical Nurse Specialist - Healthy Skin,NURSE LEVEL 4 RDO,122287,Katherine,Fixed (Temporary) - Full Time,"Nursing and Midwifery, Administration and Business Services",1.0,2,1,Remote,Big Rivers Region,No,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
162239,Supervising Summary Prosecutor,SENIOR PROFESSIONAL OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,"Legal, Professional, Administration and Business Services",1.0,5,0,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Entry,134000 - 384000,0.0,No
162272,Information and Communication Technology Support Officer,ADMINISTRATIVE OFFICER 4 96%,90492,Yuendumu,Ongoing (Permanent) - Full Time,"Administration and Business Services, Education and Training",1.0,7,1,Very Remote,Central Region,No,No,Department of Education,Entry,88000 - 103000,1.0,Yes
162273,Administrative Officer,ADMINISTRATIVE OFFICER 3 96%,79987,Yuendumu,Fixed (Temporary) - Full Time,"Administration and Business Services, Education and Training",1.0,9,1,Very Remote,Central Region,No,No,Department of Education,Entry,24000 - 88000,1.0,Yes
162276,Donation Specialist Clinical Nurse Consultant,NURSE LEVEL 5,132461,Alice Springs,Fixed (Temporary) - Part Time,Nursing and Midwifery,1.0,3,1,Very Remote,Central Region,No,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
162278,Donation Specialist Clinical Nurse Consultant,NURSE LEVEL 5,132461,Alice Springs,Fixed (Temporary) - Part Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,2,1,Very Remote,Central Region,No,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
162285,Operator Maintainer Electrical Day Shift,TGEN OPERATOR/MAINTAINER,104624,Darwin,Fixed (Temporary) - Full Time,"Trades, Maintenance and Services",2.0,12,2,Outer Regional,Darwin Region,No,Yes,Department of Treasury and Finance,Entry,103000 - 134000,1.0,Yes
162289,Manager Community Engagement,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,"Community Services, Professional, Administration and Business Services, Procurement, Grants and Contract Management, Program and Project Management",1.0,20,1,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",First Management,134000 - 384000,1.0,Yes
162292,Learning on Country Coordinator,ADMINISTRATIVE OFFICER 6,102135,"Yirrkala, Lake Evella",Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services",2.0,10,2,Very Remote,East Arnhem Region,Yes,No,Department of Education,Intermediate,88000 - 103000,1.0,Yes
162316,Administrative Officer ,ADMINISTRATIVE OFFICER 3,68933,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Information and Communication Technology (ICT), Information and Records Management",1.0,85,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,24000 - 88000,1.0,Yes
162319,Work Health Safety Consultant,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,Human Resources and Work Health Safety,1.0,10,2,Outer Regional,Darwin Region,No,No,Department of Health,Entry,88000 - 103000,2.0,Yes
162335,Mental Health Liaison and Support Officer,ADMINISTRATIVE OFFICER 3,68933,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,46,0,Outer Regional,Darwin Region,No,No,Department of Health,Entry,24000 - 88000,0.0,No
162337,Senior Communications Consultant,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Communication, Media and Public Relations, Administration and Business Services",1.0,8,1,Outer Regional,Darwin Region,No,No,Department of the Chief Minister and Cabinet,Intermediate,103000 - 134000,1.0,Yes
162341,Teaching and Learning Officer ,SENIOR TEACHER 2,138843,Katherine,Fixed (Temporary) - Full Time,Education and Training,1.0,2,0,Remote,Big Rivers Region,No,No,Department of Education,Entry,134000 - 384000,0.0,No
162371,Early Childhood Educator,CLASSROOM TEACHER,84191,Canteen Ck-Orwatjlla,Fixed (Temporary) - Full Time,Education and Training,1.0,7,0,Very Remote,Barkly Region,No,No,Department of Education,Entry,24000 - 88000,0.0,No
162374,Principal Psychologist,SENIOR PROFESSIONAL OFFICER 1,135933,"Alice Springs, Darwin",Ongoing (Permanent) - Full Time,"Community Services, Social Work, Allied Health and Health Care Services",1.0,2,0,Outer Regional,Darwin Region,Yes,No,"Department of Territory Families, Housing and Communities",First Management,134000 - 384000,0.0,No
162381,Executive Officer,ADMINISTRATIVE OFFICER 6,102135,Katherine,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,10,1,Remote,Big Rivers Region,No,No,Department of Health,Entry,88000 - 103000,1.0,Yes
162382,Manager Collection Management,PROFESSIONAL 3,117313,Darwin,Ongoing (Permanent) - Full Time,"Professional, Administration and Business Services",1.0,12,1,Outer Regional,Darwin Region,No,No,"Department of Tourism, Sport and Culture",First Management,103000 - 134000,1.0,Yes
162388,Health Policy Guidelines Manager,ADMINISTRATIVE OFFICER 7,118256,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Information and Communication Technology (ICT), Information and Records Management",1.0,8,1,Outer Regional,Darwin Region,No,No,Department of Health,First Management,103000 - 134000,1.0,Yes
162389,Wellbeing and Behaviour Advisor,SENIOR TEACHER 1,133553,Darwin,Fixed (Temporary) - Full Time,Education and Training,1.0,13,0,Outer Regional,Darwin Region,No,No,Department of Education,Entry,103000 - 134000,0.0,No
162397,Classroom Teacher,CLASSROOM TEACHER,84191,Alice Springs,Fixed (Temporary) - Full Time,Education and Training,1.0,5,0,Very Remote,Central Region,No,No,Department of Education,Entry,24000 - 88000,0.0,No
162408,Senior Clinician,SENIOR PROFESSIONAL OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,"Professional, Administration and Business Services, Allied Health and Health Care Services",1.0,2,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,134000 - 384000,0.0,No
162410,Clinical Nurse Specialist – Womens Health Nurse,NURSE LEVEL 4 RDO,122287,Darwin,Fixed (Temporary) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Administration and Business Services",1.0,5,1,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
162416,Administration Officer,ADMINISTRATIVE OFFICER 3,68933,Palmerston,Fixed (Temporary) - Full Time,"Administration and Business Services, Education and Training",1.0,50,0,Outer Regional,Darwin Region,No,No,Department of Education,Entry,24000 - 88000,0.0,No
162417,Shift Supervisor,ADMINISTRATIVE OFFICER 5,90492,Alice Springs,Fixed (Temporary) - Full Time,Aged and Disability Care,7.0,24,7,Very Remote,Central Region,No,No,Department of Health,First Management,88000 - 103000,1.0,Yes
162420,Physiotherapist ,"PROFESSIONAL 1, PROFESSIONAL 2",88290,"Darwin, Palmerston",Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Professional",1.0,3,2,Outer Regional,Darwin Region,Yes,Yes,Department of Health,Entry,24000 - 88000,2.0,Yes
162422,Senior District Weed Officer,PROFESSIONAL 2,98618,Katherine,Fixed (Temporary) - Full Time,"Environment, Natural Resources and Conservation, Science",1.0,3,1,Remote,Big Rivers Region,No,No,"Department of Environment, Parks and Water Security",Intermediate,88000 - 103000,1.0,Yes
162426,School Psychologist,PROFESSIONAL 3,117313,Palmerston,Fixed (Temporary) - Full Time,Education and Training,1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Education,Entry,103000 - 134000,0.0,No
162432,Project Officer Training,ADMINISTRATIVE OFFICER 5,90492,"Darwin, Palmerston",Ongoing (Permanent) - Full Time,"Payroll, Administration and Business Services",1.0,13,1,Outer Regional,Darwin Region,Yes,No,Department of Corporate and Digital Development,Entry,88000 - 103000,1.0,Yes
162440,Warehouse Officer South,TGEN BAND 1 ADMIN CORPORATE SERVICES,71884,Alice Springs,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,10,1,Very Remote,Central Region,No,No,Department of Treasury and Finance,Entry,24000 - 88000,1.0,Yes
162460,Team Leader,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Probation and Parole Officer, Administration and Business Services",1.0,15,2,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,First Management,103000 - 134000,2.0,Yes
162464,Wellbeing and Behaviour Advisor,SENIOR TEACHER 1,133553,Alice Springs,Fixed (Temporary) - Full Time,Education and Training,1.0,7,1,Very Remote,Central Region,No,No,Department of Education,Entry,103000 - 134000,1.0,Yes
162465,Senior Teacher,SENIOR TEACHER 1,133553,Minyerri,Ongoing (Permanent) - Full Time,Education and Training,1.0,5,1,Very Remote,Big Rivers Region,No,No,Department of Education,Intermediate,103000 - 134000,1.0,Yes
162466,Speech Pathologist,PROFESSIONAL 2,98618,Darwin,Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Professional",1.0,3,1,Outer Regional,Darwin Region,No,Yes,Department of Health,Entry,88000 - 103000,1.0,Yes
162476,Disability Support Worker,PHYSICAL 5,74724,Alice Springs,Fixed (Temporary) - Full Time,Aged and Disability Care,24.0,71,31,Very Remote,Central Region,No,No,Department of Health,Entry,24000 - 88000,1.2916666666666667,Yes
162482,Patient Care Assistant,PHYSICAL 3,63357,Alice Springs,Ongoing (Permanent) - Full Time,Allied Health and Health Care Services,4.0,50,3,Very Remote,Central Region,No,No,Department of Health,Entry,24000 - 88000,0.75,Yes
162490,Stores/Inventory Officer,ADMINISTRATIVE OFFICER 3,68933,Alice Springs,Ongoing (Permanent) - Full Time,Administration and Business Services,5.0,26,5,Very Remote,Central Region,No,No,Department of Health,Entry,24000 - 88000,1.0,Yes
162492,Business Manager,ADMINISTRATIVE OFFICER 6,102135,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,24,1,Outer Regional,Darwin Region,No,No,Department of Education,First Management,88000 - 103000,1.0,Yes
162493,Supply Officer ,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,28,0,Outer Regional,Darwin Region,No,No,Department of Health,Entry,24000 - 88000,0.0,No
162494,Preventable Chronic Conditions Educator,NURSE LEVEL 4 RDO,122287,"Alice Springs, Tennant Creek",Ongoing (Permanent) - Full Time,Nursing and Midwifery,2.0,4,3,Remote,Barkly Region,Yes,No,Department of Health,Entry,103000 - 134000,1.5,Yes
162496,Diabetes Educator ,NURSE LEVEL 5 RDO,132461,Alice Springs,Fixed (Temporary) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,1,1,Very Remote,Central Region,No,No,Department of Health,Entry,103000 - 134000,1.0,Yes
162498,Workforce Development Officer,ADMINISTRATIVE OFFICER 5,90492,Alice Springs,Fixed (Temporary) - Full Time,"Administration and Business Services, Allied Health and Health Care Services",1.0,5,1,Very Remote,Central Region,No,No,Department of Health,Entry,88000 - 103000,1.0,Yes
162504,Early Childhood Integration Leader,SENIOR ADMINISTRATIVE OFFICER 1,135933,Alice Springs,Fixed (Temporary) - Full Time,Education and Training,1.0,4,1,Very Remote,Central Region,No,Yes,Department of Education,Entry,134000 - 384000,1.0,Yes
162509,International Public Relations and Media Manager,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Communication, Media and Public Relations, Administration and Business Services",1.0,6,1,Outer Regional,Darwin Region,No,No,"Department of Tourism, Sport and Culture",First Management,103000 - 134000,1.0,Yes
162518,Home Liaison Officer,ADMINISTRATIVE OFFICER 4 96%,90492,"Darwin, Palmerston",Fixed (Temporary) - Full Time,"Administration and Business Services, Education and Training",1.0,34,0,Outer Regional,Darwin Region,Yes,No,Department of Education,Entry,88000 - 103000,0.0,No
162520,Assistant Principal,SENIOR TEACHER 4,151745,Darwin,Fixed (Temporary) - Full Time,Education and Training,1.0,4,1,Outer Regional,Darwin Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
162532,Project Officer,ADMINISTRATIVE OFFICER 5,90492,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Program and Project Management, Community Services",1.0,14,0,Outer Regional,Darwin Region,No,Yes,"Department of Territory Families, Housing and Communities",Entry,88000 - 103000,0.0,No
162537,Front Office Manager,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,7,0,Outer Regional,Darwin Region,No,Yes,Department of Education,First Management,24000 - 88000,0.0,No
162540,School Improvement Manager,ADMINISTRATIVE OFFICER 6,102135,Palmerston,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,13,1,Outer Regional,Darwin Region,No,No,Department of Education,First Management,88000 - 103000,1.0,Yes
